id,word,translation,transcription,audioText,category,difficulty,mnemonic_short,mnemonic_full,example_en,example_ru,work_example_en,work_example_ru,image,status,review_stage,error_count,created_at
"pair-design-context-mobile-grid","mobile grid","мобильная сетка","/mobile grid/","mobile grid","Design","medium","Представь экран или макет, где нужен ""mobile grid"", и повтори ""мобильная сетка"".","Представь экран или макет, где нужен ""mobile grid"", и повтори ""мобильная сетка"".","Designers often use the term ""mobile grid"".","Дизайнеры часто используют термин ""mobile grid"".","I used the term ""mobile grid"" in feedback about the interface.","Я использовал термин ""mobile grid"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-05"
"pair-design-context-mobile-style","mobile style","мобильный стиль","/mobile style/","mobile style","Design","medium","Свяжи ""mobile style"" с обсуждением дизайна и запомни перевод ""мобильный стиль"".","Свяжи ""mobile style"" с обсуждением дизайна и запомни перевод ""мобильный стиль"".","I want to remember the term ""mobile style"" for design discussions.","Я хочу запомнить термин ""mobile style"" для обсуждений дизайна.","The designer wrote about the term ""mobile style"" in the latest comment.","Дизайнер написал про термин ""mobile style"" в последнем комментарии.","🎯","new","0","0","2028-07-06"
"pair-design-context-desktop-layout","desktop layout","десктопный макет","/desktop layout/","desktop layout","Design","medium","Представь экран или макет, где нужен ""desktop layout"", и повтори ""десктопный макет"".","Представь экран или макет, где нужен ""desktop layout"", и повтори ""десктопный макет"".","The term ""desktop layout"" is useful in design discussions.","Термин ""desktop layout"" полезен в обсуждениях дизайна.","We mentioned the term ""desktop layout"" while reviewing the layout.","Мы упомянули термин ""desktop layout"", когда проверяли макет.","🎯","new","0","0","2028-07-07"
"pair-design-context-desktop-version","desktop version","десктопная версия","/desktop version/","desktop version","Design","medium","Свяжи ""desktop version"" с обсуждением дизайна и запомни перевод ""десктопная версия"".","Свяжи ""desktop version"" с обсуждением дизайна и запомни перевод ""десктопная версия"".","Designers often use the term ""desktop version"".","Дизайнеры часто используют термин ""desktop version"".","I used the term ""desktop version"" in feedback about the interface.","Я использовал термин ""desktop version"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-08"
"pair-design-context-desktop-concept","desktop concept","десктопная концепция","/desktop concept/","desktop concept","Design","medium","Представь экран или макет, где нужен ""desktop concept"", и повтори ""десктопная концепция"".","Представь экран или макет, где нужен ""desktop concept"", и повтори ""десктопная концепция"".","I want to remember the term ""desktop concept"" for design discussions.","Я хочу запомнить термин ""desktop concept"" для обсуждений дизайна.","The designer wrote about the term ""desktop concept"" in the latest comment.","Дизайнер написал про термин ""desktop concept"" в последнем комментарии.","🎯","new","0","0","2028-07-09"
"pair-design-context-desktop-direction","desktop direction","десктопное направление","/desktop direction/","desktop direction","Design","medium","Свяжи ""desktop direction"" с обсуждением дизайна и запомни перевод ""десктопное направление"".","Свяжи ""desktop direction"" с обсуждением дизайна и запомни перевод ""десктопное направление"".","The term ""desktop direction"" is useful in design discussions.","Термин ""desktop direction"" полезен в обсуждениях дизайна.","We mentioned the term ""desktop direction"" while reviewing the layout.","Мы упомянули термин ""desktop direction"", когда проверяли макет.","🎯","new","0","0","2028-07-10"
"pair-design-context-desktop-system","desktop system","десктопная система","/desktop system/","desktop system","Design","medium","Представь экран или макет, где нужен ""desktop system"", и повтори ""десктопная система"".","Представь экран или макет, где нужен ""desktop system"", и повтори ""десктопная система"".","Designers often use the term ""desktop system"".","Дизайнеры часто используют термин ""desktop system"".","I used the term ""desktop system"" in feedback about the interface.","Я использовал термин ""desktop system"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-11"
"pair-design-context-desktop-guide","desktop guide","десктопный гайд","/desktop guide/","desktop guide","Design","medium","Свяжи ""desktop guide"" с обсуждением дизайна и запомни перевод ""десктопный гайд"".","Свяжи ""desktop guide"" с обсуждением дизайна и запомни перевод ""десктопный гайд"".","I want to remember the term ""desktop guide"" for design discussions.","Я хочу запомнить термин ""desktop guide"" для обсуждений дизайна.","The designer wrote about the term ""desktop guide"" in the latest comment.","Дизайнер написал про термин ""desktop guide"" в последнем комментарии.","🎯","new","0","0","2028-07-12"
"pair-design-context-desktop-section","desktop section","десктопная секция","/desktop section/","desktop section","Design","medium","Представь экран или макет, где нужен ""desktop section"", и повтори ""десктопная секция"".","Представь экран или макет, где нужен ""desktop section"", и повтори ""десктопная секция"".","The term ""desktop section"" is useful in design discussions.","Термин ""desktop section"" полезен в обсуждениях дизайна.","We mentioned the term ""desktop section"" while reviewing the layout.","Мы упомянули термин ""desktop section"", когда проверяли макет.","🎯","new","0","0","2028-07-13"
"pair-design-context-desktop-component","desktop component","десктопный компонент","/desktop component/","desktop component","Design","medium","Свяжи ""desktop component"" с обсуждением дизайна и запомни перевод ""десктопный компонент"".","Свяжи ""desktop component"" с обсуждением дизайна и запомни перевод ""десктопный компонент"".","Designers often use the term ""desktop component"".","Дизайнеры часто используют термин ""desktop component"".","I used the term ""desktop component"" in feedback about the interface.","Я использовал термин ""desktop component"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-14"
"pair-design-context-desktop-grid","desktop grid","десктопная сетка","/desktop grid/","desktop grid","Design","medium","Представь экран или макет, где нужен ""desktop grid"", и повтори ""десктопная сетка"".","Представь экран или макет, где нужен ""desktop grid"", и повтори ""десктопная сетка"".","I want to remember the term ""desktop grid"" for design discussions.","Я хочу запомнить термин ""desktop grid"" для обсуждений дизайна.","The designer wrote about the term ""desktop grid"" in the latest comment.","Дизайнер написал про термин ""desktop grid"" в последнем комментарии.","🎯","new","0","0","2028-07-15"
"pair-design-context-desktop-style","desktop style","десктопный стиль","/desktop style/","desktop style","Design","medium","Свяжи ""desktop style"" с обсуждением дизайна и запомни перевод ""десктопный стиль"".","Свяжи ""desktop style"" с обсуждением дизайна и запомни перевод ""десктопный стиль"".","The term ""desktop style"" is useful in design discussions.","Термин ""desktop style"" полезен в обсуждениях дизайна.","We mentioned the term ""desktop style"" while reviewing the layout.","Мы упомянули термин ""desktop style"", когда проверяли макет.","🎯","new","0","0","2028-07-16"
"pair-design-context-responsive-layout","responsive layout","адаптивный макет","/responsive layout/","responsive layout","Design","medium","Представь экран или макет, где нужен ""responsive layout"", и повтори ""адаптивный макет"".","Представь экран или макет, где нужен ""responsive layout"", и повтори ""адаптивный макет"".","Designers often use the term ""responsive layout"".","Дизайнеры часто используют термин ""responsive layout"".","I used the term ""responsive layout"" in feedback about the interface.","Я использовал термин ""responsive layout"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-17"
"pair-design-context-responsive-version","responsive version","адаптивная версия","/responsive version/","responsive version","Design","medium","Свяжи ""responsive version"" с обсуждением дизайна и запомни перевод ""адаптивная версия"".","Свяжи ""responsive version"" с обсуждением дизайна и запомни перевод ""адаптивная версия"".","I want to remember the term ""responsive version"" for design discussions.","Я хочу запомнить термин ""responsive version"" для обсуждений дизайна.","The designer wrote about the term ""responsive version"" in the latest comment.","Дизайнер написал про термин ""responsive version"" в последнем комментарии.","🎯","new","0","0","2028-07-18"
"pair-design-context-responsive-concept","responsive concept","адаптивная концепция","/responsive concept/","responsive concept","Design","medium","Представь экран или макет, где нужен ""responsive concept"", и повтори ""адаптивная концепция"".","Представь экран или макет, где нужен ""responsive concept"", и повтори ""адаптивная концепция"".","The term ""responsive concept"" is useful in design discussions.","Термин ""responsive concept"" полезен в обсуждениях дизайна.","We mentioned the term ""responsive concept"" while reviewing the layout.","Мы упомянули термин ""responsive concept"", когда проверяли макет.","🎯","new","0","0","2028-07-19"
"pair-design-context-responsive-direction","responsive direction","адаптивное направление","/responsive direction/","responsive direction","Design","medium","Свяжи ""responsive direction"" с обсуждением дизайна и запомни перевод ""адаптивное направление"".","Свяжи ""responsive direction"" с обсуждением дизайна и запомни перевод ""адаптивное направление"".","Designers often use the term ""responsive direction"".","Дизайнеры часто используют термин ""responsive direction"".","I used the term ""responsive direction"" in feedback about the interface.","Я использовал термин ""responsive direction"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-20"
"pair-design-context-responsive-system","responsive system","адаптивная система","/responsive system/","responsive system","Design","medium","Представь экран или макет, где нужен ""responsive system"", и повтори ""адаптивная система"".","Представь экран или макет, где нужен ""responsive system"", и повтори ""адаптивная система"".","I want to remember the term ""responsive system"" for design discussions.","Я хочу запомнить термин ""responsive system"" для обсуждений дизайна.","The designer wrote about the term ""responsive system"" in the latest comment.","Дизайнер написал про термин ""responsive system"" в последнем комментарии.","🎯","new","0","0","2028-07-21"
"pair-design-context-responsive-guide","responsive guide","адаптивный гайд","/responsive guide/","responsive guide","Design","medium","Свяжи ""responsive guide"" с обсуждением дизайна и запомни перевод ""адаптивный гайд"".","Свяжи ""responsive guide"" с обсуждением дизайна и запомни перевод ""адаптивный гайд"".","The term ""responsive guide"" is useful in design discussions.","Термин ""responsive guide"" полезен в обсуждениях дизайна.","We mentioned the term ""responsive guide"" while reviewing the layout.","Мы упомянули термин ""responsive guide"", когда проверяли макет.","🎯","new","0","0","2028-07-22"
"pair-design-context-responsive-section","responsive section","адаптивная секция","/responsive section/","responsive section","Design","medium","Представь экран или макет, где нужен ""responsive section"", и повтори ""адаптивная секция"".","Представь экран или макет, где нужен ""responsive section"", и повтори ""адаптивная секция"".","Designers often use the term ""responsive section"".","Дизайнеры часто используют термин ""responsive section"".","I used the term ""responsive section"" in feedback about the interface.","Я использовал термин ""responsive section"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-23"
"pair-design-context-responsive-component","responsive component","адаптивный компонент","/responsive component/","responsive component","Design","medium","Свяжи ""responsive component"" с обсуждением дизайна и запомни перевод ""адаптивный компонент"".","Свяжи ""responsive component"" с обсуждением дизайна и запомни перевод ""адаптивный компонент"".","I want to remember the term ""responsive component"" for design discussions.","Я хочу запомнить термин ""responsive component"" для обсуждений дизайна.","The designer wrote about the term ""responsive component"" in the latest comment.","Дизайнер написал про термин ""responsive component"" в последнем комментарии.","🎯","new","0","0","2028-07-24"
"pair-design-context-responsive-grid","responsive grid","адаптивная сетка","/responsive grid/","responsive grid","Design","medium","Представь экран или макет, где нужен ""responsive grid"", и повтори ""адаптивная сетка"".","Представь экран или макет, где нужен ""responsive grid"", и повтори ""адаптивная сетка"".","The term ""responsive grid"" is useful in design discussions.","Термин ""responsive grid"" полезен в обсуждениях дизайна.","We mentioned the term ""responsive grid"" while reviewing the layout.","Мы упомянули термин ""responsive grid"", когда проверяли макет.","🎯","new","0","0","2028-07-25"
"pair-design-context-responsive-style","responsive style","адаптивный стиль","/responsive style/","responsive style","Design","medium","Свяжи ""responsive style"" с обсуждением дизайна и запомни перевод ""адаптивный стиль"".","Свяжи ""responsive style"" с обсуждением дизайна и запомни перевод ""адаптивный стиль"".","Designers often use the term ""responsive style"".","Дизайнеры часто используют термин ""responsive style"".","I used the term ""responsive style"" in feedback about the interface.","Я использовал термин ""responsive style"" в комментарии по интерфейсу.","🎯","new","0","0","2028-07-26"
"pair-design-context-creative-layout","creative layout","креативный макет","/creative layout/","creative layout","Design","medium","Представь экран или макет, где нужен ""creative layout"", и повтори ""креативный макет"".","Представь экран или макет, где нужен ""creative layout"", и повтори ""креативный макет"".","I want to remember the term ""creative layout"" for design discussions.","Я хочу запомнить термин ""creative layout"" для обсуждений дизайна.","The designer wrote about the term ""creative layout"" in the latest comment.","Дизайнер написал про термин ""creative layout"" в последнем комментарии.","🎯","new","0","0","2028-07-27"
"pair-design-context-creative-version","creative version","креативная версия","/creative version/","creative version","Design","medium","Свяжи ""creative version"" с обсуждением дизайна и запомни перевод ""креативная версия"".","Свяжи ""creative version"" с обсуждением дизайна и запомни перевод ""креативная версия"".","The term ""creative version"" is useful in design discussions.","Термин ""creative version"" полезен в обсуждениях дизайна.","We mentioned the term ""creative version"" while reviewing the layout.","Мы упомянули термин ""creative version"", когда проверяли макет.","🎯","new","0","0","2028-07-28"
"pair-design-context-creative-concept","creative concept","креативная концепция","/creative concept/","creative concept","Design","medium","Представь экран или макет, где нужен ""creative concept"", и повтори ""креативная концепция"".","Представь экран или макет, где нужен ""creative concept"", и повтори ""креативная концепция"".","Designers often use the term ""creative concept"".","Дизайнеры часто используют термин ""creative concept"".","I used the term ""creative concept"" in feedback about the interface.","Я использовал термин ""creative concept"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-01"
"pair-design-context-creative-direction","creative direction","креативное направление","/creative direction/","creative direction","Design","medium","Свяжи ""creative direction"" с обсуждением дизайна и запомни перевод ""креативное направление"".","Свяжи ""creative direction"" с обсуждением дизайна и запомни перевод ""креативное направление"".","I want to remember the term ""creative direction"" for design discussions.","Я хочу запомнить термин ""creative direction"" для обсуждений дизайна.","The designer wrote about the term ""creative direction"" in the latest comment.","Дизайнер написал про термин ""creative direction"" в последнем комментарии.","🎯","new","0","0","2028-08-02"
"pair-design-context-creative-system","creative system","креативная система","/creative system/","creative system","Design","medium","Представь экран или макет, где нужен ""creative system"", и повтори ""креативная система"".","Представь экран или макет, где нужен ""creative system"", и повтори ""креативная система"".","The term ""creative system"" is useful in design discussions.","Термин ""creative system"" полезен в обсуждениях дизайна.","We mentioned the term ""creative system"" while reviewing the layout.","Мы упомянули термин ""creative system"", когда проверяли макет.","🎯","new","0","0","2028-08-03"
"pair-design-context-creative-guide","creative guide","креативный гайд","/creative guide/","creative guide","Design","medium","Свяжи ""creative guide"" с обсуждением дизайна и запомни перевод ""креативный гайд"".","Свяжи ""creative guide"" с обсуждением дизайна и запомни перевод ""креативный гайд"".","Designers often use the term ""creative guide"".","Дизайнеры часто используют термин ""creative guide"".","I used the term ""creative guide"" in feedback about the interface.","Я использовал термин ""creative guide"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-04"
"pair-design-context-creative-section","creative section","креативная секция","/creative section/","creative section","Design","medium","Представь экран или макет, где нужен ""creative section"", и повтори ""креативная секция"".","Представь экран или макет, где нужен ""creative section"", и повтори ""креативная секция"".","I want to remember the term ""creative section"" for design discussions.","Я хочу запомнить термин ""creative section"" для обсуждений дизайна.","The designer wrote about the term ""creative section"" in the latest comment.","Дизайнер написал про термин ""creative section"" в последнем комментарии.","🎯","new","0","0","2028-08-05"
"pair-design-context-creative-component","creative component","креативный компонент","/creative component/","creative component","Design","medium","Свяжи ""creative component"" с обсуждением дизайна и запомни перевод ""креативный компонент"".","Свяжи ""creative component"" с обсуждением дизайна и запомни перевод ""креативный компонент"".","The term ""creative component"" is useful in design discussions.","Термин ""creative component"" полезен в обсуждениях дизайна.","We mentioned the term ""creative component"" while reviewing the layout.","Мы упомянули термин ""creative component"", когда проверяли макет.","🎯","new","0","0","2028-08-06"
"pair-design-context-creative-grid","creative grid","креативная сетка","/creative grid/","creative grid","Design","medium","Представь экран или макет, где нужен ""creative grid"", и повтори ""креативная сетка"".","Представь экран или макет, где нужен ""creative grid"", и повтори ""креативная сетка"".","Designers often use the term ""creative grid"".","Дизайнеры часто используют термин ""creative grid"".","I used the term ""creative grid"" in feedback about the interface.","Я использовал термин ""creative grid"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-07"
"pair-design-context-creative-style","creative style","креативный стиль","/creative style/","creative style","Design","medium","Свяжи ""creative style"" с обсуждением дизайна и запомни перевод ""креативный стиль"".","Свяжи ""creative style"" с обсуждением дизайна и запомни перевод ""креативный стиль"".","I want to remember the term ""creative style"" for design discussions.","Я хочу запомнить термин ""creative style"" для обсуждений дизайна.","The designer wrote about the term ""creative style"" in the latest comment.","Дизайнер написал про термин ""creative style"" в последнем комментарии.","🎯","new","0","0","2028-08-08"
"pair-design-context-typographic-layout","typographic layout","типографический макет","/typographic layout/","typographic layout","Design","medium","Представь экран или макет, где нужен ""typographic layout"", и повтори ""типографический макет"".","Представь экран или макет, где нужен ""typographic layout"", и повтори ""типографический макет"".","The term ""typographic layout"" is useful in design discussions.","Термин ""typographic layout"" полезен в обсуждениях дизайна.","We mentioned the term ""typographic layout"" while reviewing the layout.","Мы упомянули термин ""typographic layout"", когда проверяли макет.","🎯","new","0","0","2028-08-09"
"pair-design-context-typographic-version","typographic version","типографическая версия","/typographic version/","typographic version","Design","medium","Свяжи ""typographic version"" с обсуждением дизайна и запомни перевод ""типографическая версия"".","Свяжи ""typographic version"" с обсуждением дизайна и запомни перевод ""типографическая версия"".","Designers often use the term ""typographic version"".","Дизайнеры часто используют термин ""typographic version"".","I used the term ""typographic version"" in feedback about the interface.","Я использовал термин ""typographic version"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-10"
"pair-design-context-typographic-concept","typographic concept","типографическая концепция","/typographic concept/","typographic concept","Design","medium","Представь экран или макет, где нужен ""typographic concept"", и повтори ""типографическая концепция"".","Представь экран или макет, где нужен ""typographic concept"", и повтори ""типографическая концепция"".","I want to remember the term ""typographic concept"" for design discussions.","Я хочу запомнить термин ""typographic concept"" для обсуждений дизайна.","The designer wrote about the term ""typographic concept"" in the latest comment.","Дизайнер написал про термин ""typographic concept"" в последнем комментарии.","🎯","new","0","0","2028-08-11"
"pair-design-context-typographic-direction","typographic direction","типографическое направление","/typographic direction/","typographic direction","Design","medium","Свяжи ""typographic direction"" с обсуждением дизайна и запомни перевод ""типографическое направление"".","Свяжи ""typographic direction"" с обсуждением дизайна и запомни перевод ""типографическое направление"".","The term ""typographic direction"" is useful in design discussions.","Термин ""typographic direction"" полезен в обсуждениях дизайна.","We mentioned the term ""typographic direction"" while reviewing the layout.","Мы упомянули термин ""typographic direction"", когда проверяли макет.","🎯","new","0","0","2028-08-12"
"pair-design-context-typographic-system","typographic system","типографическая система","/typographic system/","typographic system","Design","medium","Представь экран или макет, где нужен ""typographic system"", и повтори ""типографическая система"".","Представь экран или макет, где нужен ""typographic system"", и повтори ""типографическая система"".","Designers often use the term ""typographic system"".","Дизайнеры часто используют термин ""typographic system"".","I used the term ""typographic system"" in feedback about the interface.","Я использовал термин ""typographic system"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-13"
"pair-design-context-typographic-guide","typographic guide","типографический гайд","/typographic guide/","typographic guide","Design","medium","Свяжи ""typographic guide"" с обсуждением дизайна и запомни перевод ""типографический гайд"".","Свяжи ""typographic guide"" с обсуждением дизайна и запомни перевод ""типографический гайд"".","I want to remember the term ""typographic guide"" for design discussions.","Я хочу запомнить термин ""typographic guide"" для обсуждений дизайна.","The designer wrote about the term ""typographic guide"" in the latest comment.","Дизайнер написал про термин ""typographic guide"" в последнем комментарии.","🎯","new","0","0","2028-08-14"
"pair-design-context-typographic-section","typographic section","типографическая секция","/typographic section/","typographic section","Design","medium","Представь экран или макет, где нужен ""typographic section"", и повтори ""типографическая секция"".","Представь экран или макет, где нужен ""typographic section"", и повтори ""типографическая секция"".","The term ""typographic section"" is useful in design discussions.","Термин ""typographic section"" полезен в обсуждениях дизайна.","We mentioned the term ""typographic section"" while reviewing the layout.","Мы упомянули термин ""typographic section"", когда проверяли макет.","🎯","new","0","0","2028-08-15"
"pair-design-context-typographic-component","typographic component","типографический компонент","/typographic component/","typographic component","Design","medium","Свяжи ""typographic component"" с обсуждением дизайна и запомни перевод ""типографический компонент"".","Свяжи ""typographic component"" с обсуждением дизайна и запомни перевод ""типографический компонент"".","Designers often use the term ""typographic component"".","Дизайнеры часто используют термин ""typographic component"".","I used the term ""typographic component"" in feedback about the interface.","Я использовал термин ""typographic component"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-16"
"pair-design-context-typographic-grid","typographic grid","типографическая сетка","/typographic grid/","typographic grid","Design","medium","Представь экран или макет, где нужен ""typographic grid"", и повтори ""типографическая сетка"".","Представь экран или макет, где нужен ""typographic grid"", и повтори ""типографическая сетка"".","I want to remember the term ""typographic grid"" for design discussions.","Я хочу запомнить термин ""typographic grid"" для обсуждений дизайна.","The designer wrote about the term ""typographic grid"" in the latest comment.","Дизайнер написал про термин ""typographic grid"" в последнем комментарии.","🎯","new","0","0","2028-08-17"
"pair-design-context-typographic-style","typographic style","типографический стиль","/typographic style/","typographic style","Design","medium","Свяжи ""typographic style"" с обсуждением дизайна и запомни перевод ""типографический стиль"".","Свяжи ""typographic style"" с обсуждением дизайна и запомни перевод ""типографический стиль"".","The term ""typographic style"" is useful in design discussions.","Термин ""typographic style"" полезен в обсуждениях дизайна.","We mentioned the term ""typographic style"" while reviewing the layout.","Мы упомянули термин ""typographic style"", когда проверяли макет.","🎯","new","0","0","2028-08-18"
"pair-design-context-editorial-layout","editorial layout","редакционный макет","/editorial layout/","editorial layout","Design","medium","Представь экран или макет, где нужен ""editorial layout"", и повтори ""редакционный макет"".","Представь экран или макет, где нужен ""editorial layout"", и повтори ""редакционный макет"".","Designers often use the term ""editorial layout"".","Дизайнеры часто используют термин ""editorial layout"".","I used the term ""editorial layout"" in feedback about the interface.","Я использовал термин ""editorial layout"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-19"
"pair-design-context-editorial-version","editorial version","редакционная версия","/editorial version/","editorial version","Design","medium","Свяжи ""editorial version"" с обсуждением дизайна и запомни перевод ""редакционная версия"".","Свяжи ""editorial version"" с обсуждением дизайна и запомни перевод ""редакционная версия"".","I want to remember the term ""editorial version"" for design discussions.","Я хочу запомнить термин ""editorial version"" для обсуждений дизайна.","The designer wrote about the term ""editorial version"" in the latest comment.","Дизайнер написал про термин ""editorial version"" в последнем комментарии.","🎯","new","0","0","2028-08-20"
"pair-design-context-editorial-concept","editorial concept","редакционная концепция","/editorial concept/","editorial concept","Design","medium","Представь экран или макет, где нужен ""editorial concept"", и повтори ""редакционная концепция"".","Представь экран или макет, где нужен ""editorial concept"", и повтори ""редакционная концепция"".","The term ""editorial concept"" is useful in design discussions.","Термин ""editorial concept"" полезен в обсуждениях дизайна.","We mentioned the term ""editorial concept"" while reviewing the layout.","Мы упомянули термин ""editorial concept"", когда проверяли макет.","🎯","new","0","0","2028-08-21"
"pair-design-context-editorial-direction","editorial direction","редакционное направление","/editorial direction/","editorial direction","Design","medium","Свяжи ""editorial direction"" с обсуждением дизайна и запомни перевод ""редакционное направление"".","Свяжи ""editorial direction"" с обсуждением дизайна и запомни перевод ""редакционное направление"".","Designers often use the term ""editorial direction"".","Дизайнеры часто используют термин ""editorial direction"".","I used the term ""editorial direction"" in feedback about the interface.","Я использовал термин ""editorial direction"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-22"
"pair-design-context-editorial-system","editorial system","редакционная система","/editorial system/","editorial system","Design","medium","Представь экран или макет, где нужен ""editorial system"", и повтори ""редакционная система"".","Представь экран или макет, где нужен ""editorial system"", и повтори ""редакционная система"".","I want to remember the term ""editorial system"" for design discussions.","Я хочу запомнить термин ""editorial system"" для обсуждений дизайна.","The designer wrote about the term ""editorial system"" in the latest comment.","Дизайнер написал про термин ""editorial system"" в последнем комментарии.","🎯","new","0","0","2028-08-23"
"pair-design-context-editorial-guide","editorial guide","редакционный гайд","/editorial guide/","editorial guide","Design","medium","Свяжи ""editorial guide"" с обсуждением дизайна и запомни перевод ""редакционный гайд"".","Свяжи ""editorial guide"" с обсуждением дизайна и запомни перевод ""редакционный гайд"".","The term ""editorial guide"" is useful in design discussions.","Термин ""editorial guide"" полезен в обсуждениях дизайна.","We mentioned the term ""editorial guide"" while reviewing the layout.","Мы упомянули термин ""editorial guide"", когда проверяли макет.","🎯","new","0","0","2028-08-24"
"pair-design-context-editorial-section","editorial section","редакционная секция","/editorial section/","editorial section","Design","medium","Представь экран или макет, где нужен ""editorial section"", и повтори ""редакционная секция"".","Представь экран или макет, где нужен ""editorial section"", и повтори ""редакционная секция"".","Designers often use the term ""editorial section"".","Дизайнеры часто используют термин ""editorial section"".","I used the term ""editorial section"" in feedback about the interface.","Я использовал термин ""editorial section"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-25"
"pair-design-context-editorial-component","editorial component","редакционный компонент","/editorial component/","editorial component","Design","medium","Свяжи ""editorial component"" с обсуждением дизайна и запомни перевод ""редакционный компонент"".","Свяжи ""editorial component"" с обсуждением дизайна и запомни перевод ""редакционный компонент"".","I want to remember the term ""editorial component"" for design discussions.","Я хочу запомнить термин ""editorial component"" для обсуждений дизайна.","The designer wrote about the term ""editorial component"" in the latest comment.","Дизайнер написал про термин ""editorial component"" в последнем комментарии.","🎯","new","0","0","2028-08-26"
"pair-design-context-editorial-grid","editorial grid","редакционная сетка","/editorial grid/","editorial grid","Design","medium","Представь экран или макет, где нужен ""editorial grid"", и повтори ""редакционная сетка"".","Представь экран или макет, где нужен ""editorial grid"", и повтори ""редакционная сетка"".","The term ""editorial grid"" is useful in design discussions.","Термин ""editorial grid"" полезен в обсуждениях дизайна.","We mentioned the term ""editorial grid"" while reviewing the layout.","Мы упомянули термин ""editorial grid"", когда проверяли макет.","🎯","new","0","0","2028-08-27"
"pair-design-context-editorial-style","editorial style","редакционный стиль","/editorial style/","editorial style","Design","medium","Свяжи ""editorial style"" с обсуждением дизайна и запомни перевод ""редакционный стиль"".","Свяжи ""editorial style"" с обсуждением дизайна и запомни перевод ""редакционный стиль"".","Designers often use the term ""editorial style"".","Дизайнеры часто используют термин ""editorial style"".","I used the term ""editorial style"" in feedback about the interface.","Я использовал термин ""editorial style"" в комментарии по интерфейсу.","🎯","new","0","0","2028-08-28"
"pair-design-status-first-draft","first draft","первый черновик","/first draft/","first draft","Design","medium","Представь экран или макет, где нужен ""first draft"", и повтори ""первый черновик"".","Представь экран или макет, где нужен ""first draft"", и повтори ""первый черновик"".","The term ""first draft"" is useful in design discussions.","Термин ""first draft"" полезен в обсуждениях дизайна.","We mentioned the term ""first draft"" while reviewing the layout.","Мы упомянули термин ""first draft"", когда проверяли макет.","🎯","new","0","0","2028-09-01"
"pair-design-status-first-revision","first revision","первая правка","/first revision/","first revision","Design","medium","Свяжи ""first revision"" с обсуждением дизайна и запомни перевод ""первая правка"".","Свяжи ""first revision"" с обсуждением дизайна и запомни перевод ""первая правка"".","Designers often use the term ""first revision"".","Дизайнеры часто используют термин ""first revision"".","I used the term ""first revision"" in feedback about the interface.","Я использовал термин ""first revision"" в комментарии по интерфейсу.","🎯","new","0","0","2028-09-02"
